,data_jogo,liga,temporada,local,id_time_casa,time_casa,id_time_fora,time_fora,gols_casa,gols_fora,empate,vitoria_casa,vitoria_fora
0,2005-08-05 20:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,87,Borussia Mönchengladbach,3,0,0.0,1.0,0.0
1,2005-08-06 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0
2,2005-08-06 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,16,VfB Stuttgart,1,1,1.0,0.0,0.0
3,2005-08-06 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,79,1. FC Nürnberg,3,0,0.0,1.0,0.0
4,2005-08-06 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,7,Borussia Dortmund,2,2,1.0,0.0,0.0
5,2005-08-06 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,83,Arminia Bielefeld,5,2,0.0,1.0,0.0
6,2005-08-06 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,54,Hertha BSC,2,2,1.0,0.0,0.0
7,2005-08-07 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,76,1. FC Kaiserslautern,2,1,0.0,1.0,0.0
8,2005-08-07 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,6,Bayer Leverkusen,1,4,0.0,0.0,1.0
9,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,40,FC Bayern München,2,5,0.0,0.0,1.0
10,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,131,VfL Wolfsburg,1,1,1.0,0.0,0.0
11,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,9,FC Schalke 04,1,2,0.0,0.0,1.0
12,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,91,Eintracht Frankfurt,2,0,0.0,1.0,0.0
13,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,107,MSV Duisburg,5,3,0.0,1.0,0.0
14,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,55,Hannover 96,1,1,1.0,0.0,0.0
15,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,100,Hamburger SV,0,2,0.0,0.0,1.0
16,2005-08-14 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,65,1. FC Köln,2,3,0.0,0.0,1.0
17,2005-08-14 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,134,Werder Bremen,0,2,0.0,0.0,1.0
18,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,76,1. FC Kaiserslautern,2,3,0.0,0.0,1.0
19,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0
20,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,55,Hannover 96,1,1,1.0,0.0,0.0
21,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,6,Bayer Leverkusen,2,1,0.0,1.0,0.0
22,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,16,VfB Stuttgart,1,1,1.0,0.0,0.0
23,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,54,Hertha BSC,3,0,0.0,1.0,0.0
24,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,79,1. FC Nürnberg,1,0,0.0,1.0,0.0
25,2005-08-28 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,7,Borussia Dortmund,1,1,1.0,0.0,0.0
26,2005-08-28 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,81,1. FSV Mainz 05,2,0,0.0,1.0,0.0
27,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,9,FC Schalke 04,1,1,1.0,0.0,0.0
28,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,107,MSV Duisburg,2,1,0.0,1.0,0.0
29,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,134,Werder Bremen,1,5,0.0,0.0,1.0
30,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,40,FC Bayern München,1,2,0.0,0.0,1.0
31,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,83,Arminia Bielefeld,1,1,1.0,0.0,0.0
32,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,100,Hamburger SV,1,3,0.0,0.0,1.0
33,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,91,Eintracht Frankfurt,2,0,0.0,1.0,0.0
34,2005-09-11 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,65,1. FC Köln,2,1,0.0,1.0,0.0
35,2005-09-11 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,131,VfL Wolfsburg,3,0,0.0,1.0,0.0
36,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,87,Borussia Mönchengladbach,2,1,0.0,1.0,0.0
37,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,91,Eintracht Frankfurt,1,1,1.0,0.0,0.0
38,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,79,1. FC Nürnberg,1,1,1.0,0.0,0.0
39,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,7,Borussia Dortmund,3,2,0.0,1.0,0.0
40,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,55,Hannover 96,1,0,0.0,1.0,0.0
41,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,16,VfB Stuttgart,1,2,0.0,0.0,1.0
42,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,76,1. FC Kaiserslautern,0,0,1.0,0.0,0.0
43,2005-09-18 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,6,Bayer Leverkusen,1,3,0.0,0.0,1.0
44,2005-09-18 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,54,Hertha BSC,0,0,1.0,0.0,0.0
45,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,134,Werder Bremen,2,1,0.0,1.0,0.0
46,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,83,Arminia Bielefeld,2,0,0.0,1.0,0.0
47,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,40,FC Bayern München,0,1,0.0,0.0,1.0
48,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,131,VfL Wolfsburg,2,4,0.0,0.0,1.0
49,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,65,1. FC Köln,2,1,0.0,1.0,0.0
50,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,107,MSV Duisburg,3,2,0.0,1.0,0.0
51,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,81,1. FSV Mainz 05,0,2,0.0,0.0,1.0
52,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,9,FC Schalke 04,1,1,1.0,0.0,0.0
53,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,100,Hamburger SV,1,2,0.0,0.0,1.0
54,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,79,1. FC Nürnberg,1,0,0.0,1.0,0.0
55,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,55,Hannover 96,2,0,0.0,1.0,0.0
56,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,40,FC Bayern München,2,0,0.0,1.0,0.0
57,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,91,Eintracht Frankfurt,1,0,0.0,1.0,0.0
58,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,6,Bayer Leverkusen,2,1,0.0,1.0,0.0
59,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,7,Borussia Dortmund,1,1,1.0,0.0,0.0
60,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,87,Borussia Mönchengladbach,0,2,0.0,0.0,1.0
61,2005-09-25 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,54,Hertha BSC,0,1,0.0,0.0,1.0
62,2005-09-25 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,76,1. FC Kaiserslautern,1,0,0.0,1.0,0.0
63,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,83,Arminia Bielefeld,1,1,1.0,0.0,0.0
64,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0
65,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,134,Werder Bremen,1,2,0.0,0.0,1.0
66,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,65,1. FC Köln,2,1,0.0,1.0,0.0
67,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,131,VfL Wolfsburg,2,0,0.0,1.0,0.0
68,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,9,FC Schalke 04,0,1,0.0,0.0,1.0
69,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,107,MSV Duisburg,1,1,1.0,0.0,0.0
70,2005-10-02 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,16,VfB Stuttgart,0,0,1.0,0.0,0.0
71,2005-10-02 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,100,Hamburger SV,0,3,0.0,0.0,1.0
72,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,40,FC Bayern München,1,1,1.0,0.0,0.0
73,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,131,VfL Wolfsburg,0,1,0.0,0.0,1.0
74,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,7,Borussia Dortmund,3,3,1.0,0.0,0.0
75,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,79,1. FC Nürnberg,6,2,0.0,1.0,0.0
76,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0
77,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,6,Bayer Leverkusen,3,1,0.0,1.0,0.0
78,2005-10-15 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,54,Hertha BSC,3,0,0.0,1.0,0.0
79,2005-10-16 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,55,Hannover 96,1,4,0.0,0.0,1.0
80,2005-10-16 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,91,Eintracht Frankfurt,0,1,0.0,0.0,1.0
81,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,76,1. FC Kaiserslautern,4,1,0.0,1.0,0.0
82,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,81,1. FSV Mainz 05,3,1,0.0,1.0,0.0
83,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,9,FC Schalke 04,0,0,1.0,0.0,0.0
84,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,83,Arminia Bielefeld,2,3,0.0,0.0,1.0
85,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,107,MSV Duisburg,4,0,0.0,1.0,0.0
86,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,65,1. FC Köln,6,3,0.0,1.0,0.0
87,2005-10-22 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,134,Werder Bremen,0,0,1.0,0.0,0.0
88,2005-10-23 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,16,VfB Stuttgart,1,1,1.0,0.0,0.0
89,2005-10-23 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,100,Hamburger SV,1,1,1.0,0.0,0.0
90,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,40,FC Bayern München,1,2,0.0,0.0,1.0
91,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,131,VfL Wolfsburg,1,0,0.0,1.0,0.0
92,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,87,Borussia Mönchengladbach,2,1,0.0,1.0,0.0
93,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,9,FC Schalke 04,1,0,0.0,1.0,0.0
94,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,6,Bayer Leverkusen,2,2,1.0,0.0,0.0
95,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,91,Eintracht Frankfurt,4,1,0.0,1.0,0.0
96,2005-10-29 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,54,Hertha BSC,3,3,1.0,0.0,0.0
97,2005-10-30 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,79,1. FC Nürnberg,4,1,0.0,1.0,0.0
98,2005-10-30 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,55,Hannover 96,4,1,0.0,1.0,0.0
99,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,7,Borussia Dortmund,2,1,0.0,1.0,0.0
100,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,107,MSV Duisburg,3,0,0.0,1.0,0.0
101,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,76,1. FC Kaiserslautern,3,0,0.0,1.0,0.0
102,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,65,1. FC Köln,1,1,1.0,0.0,0.0
103,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,134,Werder Bremen,3,1,0.0,1.0,0.0
104,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,83,Arminia Bielefeld,3,0,0.0,1.0,0.0
105,2005-11-05 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,81,1. FSV Mainz 05,2,2,1.0,0.0,0.0
106,2005-11-06 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,100,Hamburger SV,0,0,1.0,0.0,0.0
107,2005-11-06 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,16,VfB Stuttgart,0,1,0.0,0.0,1.0
108,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,9,FC Schalke 04,2,2,1.0,0.0,0.0
109,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,6,Bayer Leverkusen,1,1,1.0,0.0,0.0
110,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,54,Hertha BSC,2,0,0.0,1.0,0.0
111,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,79,1. FC Nürnberg,1,3,0.0,0.0,1.0
112,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,131,VfL Wolfsburg,6,1,0.0,1.0,0.0
113,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,91,Eintracht Frankfurt,2,2,1.0,0.0,0.0
114,2005-11-19 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,40,FC Bayern München,1,2,0.0,0.0,1.0
115,2005-11-20 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,107,MSV Duisburg,2,0,0.0,1.0,0.0
116,2005-11-20 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,55,Hannover 96,2,2,1.0,0.0,0.0
117,2005-11-26 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,100,Hamburger SV,0,1,0.0,0.0,1.0
118,2005-11-26 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,134,Werder Bremen,2,1,0.0,1.0,0.0
119,2005-11-26 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,83,Arminia Bielefeld,0,0,1.0,0.0,0.0
120,2005-11-26 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,7,Borussia Dortmund,1,2,0.0,0.0,1.0
121,2005-11-26 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,81,1. FSV Mainz 05,2,1,0.0,1.0,0.0
122,2005-11-26 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,76,1. FC Kaiserslautern,5,1,0.0,1.0,0.0
123,2005-11-27 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,87,Borussia Mönchengladbach,2,2,1.0,0.0,0.0
124,2005-11-27 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,16,VfB Stuttgart,1,1,1.0,0.0,0.0
125,2005-12-03 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,79,1. FC Nürnberg,0,1,0.0,0.0,1.0
126,2005-12-03 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,55,Hannover 96,0,2,0.0,0.0,1.0
127,2005-12-03 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,65,1. FC Köln,3,1,0.0,1.0,0.0
128,2005-12-03 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,107,MSV Duisburg,2,0,0.0,1.0,0.0
129,2005-12-03 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,40,FC Bayern München,0,0,1.0,0.0,0.0
130,2005-12-03 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,9,FC Schalke 04,0,1,0.0,0.0,1.0
131,2005-12-04 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,54,Hertha BSC,1,2,0.0,0.0,1.0
132,2005-12-04 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,131,VfL Wolfsburg,5,1,0.0,1.0,0.0
133,2005-12-06 18:00:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,65,1. FC Köln,1,1,1.0,0.0,0.0
134,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Duisburg,107,MSV Duisburg,83,Arminia Bielefeld,1,1,1.0,0.0,0.0
135,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,81,1. FSV Mainz 05,1,0,0.0,1.0,0.0
136,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hamburg,100,Hamburger SV,54,Hertha BSC,2,1,0.0,1.0,0.0
137,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Wolfsburg,131,VfL Wolfsburg,16,VfB Stuttgart,0,1,0.0,0.0,1.0
138,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,6,Bayer Leverkusen,1,1,1.0,0.0,0.0
139,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,7,Borussia Dortmund,2,0,0.0,1.0,0.0
140,2005-12-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Hannover,55,Hannover 96,87,Borussia Mönchengladbach,1,1,1.0,0.0,0.0
141,2005-12-11 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Köln,65,1. FC Köln,134,Werder Bremen,1,4,0.0,0.0,1.0
142,2005-12-11 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,76,1. FC Kaiserslautern,2,1,0.0,1.0,0.0
143,2005-12-14 18:00:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,91,Eintracht Frankfurt,1,2,0.0,0.0,1.0
144,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,55,Hannover 96,0,0,1.0,0.0,0.0
145,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,91,Eintracht Frankfurt,4,3,0.0,1.0,0.0
146,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,40,FC Bayern München,1,2,0.0,0.0,1.0
147,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,131,VfL Wolfsburg,3,2,0.0,1.0,0.0
148,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,9,FC Schalke 04,2,0,0.0,1.0,0.0
149,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,107,MSV Duisburg,1,1,1.0,0.0,0.0
150,2005-12-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,65,1. FC Köln,3,2,0.0,1.0,0.0
151,2005-12-18 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,79,1. FC Nürnberg,1,1,1.0,0.0,0.0
152,2005-12-18 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bremen,134,Werder Bremen,100,Hamburger SV,1,1,1.0,0.0,0.0
153,2006-01-27 20:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gladbach,87,Borussia Mönchengladbach,40,FC Bayern München,1,3,0.0,0.0,1.0
154,2006-01-28 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Mainz,81,1. FSV Mainz 05,65,1. FC Köln,4,2,0.0,1.0,0.0
155,2006-01-28 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Stuttgart,16,VfB Stuttgart,107,MSV Duisburg,0,1,0.0,0.0,1.0
156,2006-01-28 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Nürnberg,79,1. FC Nürnberg,100,Hamburger SV,2,1,0.0,1.0,0.0
157,2006-01-28 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Dortmund,7,Borussia Dortmund,131,VfL Wolfsburg,3,2,0.0,1.0,0.0
158,2006-01-28 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Leverkusen,6,Bayer Leverkusen,91,Eintracht Frankfurt,2,1,0.0,1.0,0.0
159,2006-01-28 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Berlin,54,Hertha BSC,55,Hannover 96,1,1,1.0,0.0,0.0
160,2006-01-29 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Kaiserslautern,76,1. FC Kaiserslautern,9,FC Schalke 04,0,2,0.0,0.0,1.0
161,2006-01-29 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,Bielefeld,83,Arminia Bielefeld,134,Werder Bremen,0,1,0.0,0.0,1.0
162,2006-02-04 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,München,40,FC Bayern München,6,Bayer Leverkusen,1,0,0.0,1.0,0.0
163,2006-02-04 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Gelsenkirchen,9,FC Schalke 04,7,Borussia Dortmund,0,0,1.0,0.0,0.0
164,2006-02-04 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,Frankfurt,91,Eintracht Frankfurt,54,Hertha BSC,1,1,1.0,0.0,0.0
